Transcript,Gene,Alias,Fold Change,Direction,Total FPKM,Q-Value,Description
AT1G55210.1,AT1G55210,,422.05,DOWN,19.85,0.5672,Disease resistance-responsive (dirigent-like protein) family protein
AT1G55210.2,AT1G55210,,4.37,UP,19.12,0.5450,Disease resistance-responsive (dirigent-like protein) family protein
AT1G55260.1,AT1G55260,,1.80,DOWN,27.43,0.2848,xylogen like protein 12
AT1G55265.1,AT1G55265,,1.31,UP,14.82,1,uncharacterized protein
AT1G55270.1,AT1G55270,,2.99,DOWN,4.78,0.4877,F-box/kelch-repeat protein
AT1G55300.1,AT1G55300,TAF7,6.47,DOWN,6.98,0.5494,TBP-associated factor 7
AT1G55330.1,AT1G55330,AGP21,3.68,DOWN,455.47,0.0011,arabinogalactan protein 21
AT1G55360.1,AT1G55360,,1.70,DOWN,30.22,0.0350,uncharacterized protein
AT1G55370.2,AT1G55370,NDF5,1.95,UP,6.19,0.4139,NDH-dependent cyclic electron flow 5
AT1G55450.1,AT1G55450,,3.68,UP,7.70,0.5500,S-adenosylmethionine-dependent methyltransferase domain-containing protein
AT1G55450.2,AT1G55450,,91.94,DOWN,5.99,0.5672,S-adenosylmethionine-dependent methyltransferase domain-containing protein
AT1G55460.1,AT1G55460,,3.32,UP,10.83,0.1493,DNA/RNA-binding protein Kin17 conserved region-containing protein
AT1G55480.1,AT1G55480,ZKT,2.08,UP,49.06,0.0011,ZKT protein containing PDZ; K-box and a TPR region
AT1G55490.1,AT1G55490,LEN1,3.09,DOWN,15.37,0.5672,RuBisCO large subunit-binding protein subunit beta
AT1G55490.2,AT1G55490,LEN1,129.85,UP,33.97,0.5450,RuBisCO large subunit-binding protein subunit beta
AT1G55530.1,AT1G55530,,1.47,UP,8.15,0.5941,RING/U-box domain-containing protein
AT1G55670.1,AT1G55670,PSAG,2.05,DOWN,1704.25,0.0011,photosystem I reaction center subunit V
AT1G55805.1,AT1G55805,,1.41,DOWN,15.74,0.8826,BolA-like-like protein
AT1G55840.1,AT1G55840,,3.59,UP,9.74,0.5486,sec.4-like phosphatidylinositol transfer protein
AT1G55850.1,AT1G55850,ATCSLE1,2.74,UP,18.80,0.0130,cellulose synthase-like protein E1
AT1G55910.1,AT1G55910,ZIP11,1.47,DOWN,10.24,0.8370,zinc transporter 11
AT1G55920.1,AT1G55920,SAT5,1.78,DOWN,31.47,0.1493,serine O-acetyltransferase
AT1G55960.1,AT1G55960,,2.52,UP,34.95,0.0030,putative polyketide cyclase/dehydrase and lipid transport-like protein
AT1G55990.1,AT1G55990,,3.74,DOWN,16.23,0.3518,glycine-rich protein
AT1G56045.1,AT1G56045,,5.20,DOWN,1457.28,0.0011,60S ribosomal protein L41
AT1G56050.1,AT1G56050,,1.45,UP,9.15,0.6800,putative GTP-binding protein
AT1G56070.1,AT1G56070,LOS1,1.45,DOWN,125.52,0.0011,elongation factor EF-2
AT1G56110.1,AT1G56110,NOP56,2.24,UP,13.12,0.0921,homolog of nucleolar protein NOP56
AT1G56190.1,AT1G56190,,1.09,UP,43.27,1,phosphoglycerate kinase
AT1G56190.2,AT1G56190,,1.74,UP,9.09,1,phosphoglycerate kinase
AT1G56200.1,AT1G56200,emb1303,1.35,DOWN,125.71,0.2493,embryo defective 1303 protein
AT1G56220.1,AT1G56220,,6783.55,DOWN,24.43,0.6906,dormancy/auxin associated protein
AT1G56220.3,AT1G56220,,1.15,DOWN,170.52,0.8398,dormancy/auxin associated protein
AT1G56280.1,AT1G56280,ATDI19,3.63,DOWN,149.10,0.0146,drought-induced 19 protein
AT1G56280.2,AT1G56280,ATDI19,5186.83,DOWN,14.46,0.5672,drought-induced 19 protein
AT1G56300.1,AT1G56300,,1.26,DOWN,9.00,1,chaperone DnaJ-domain containing protein
AT1G56330.1,AT1G56330,ATSARA1B,2.06,DOWN,74.25,0.0110,GTP-binding protein SAR1B
AT1G56340.1,AT1G56340,AtCRT1a,2.41,UP,26.36,0.0183,calreticulin-1
AT1G56450.1,AT1G56450,PBG1,1.64,DOWN,16.13,0.4793,proteasome subunit beta type-4
AT1G56500.1,AT1G56500,,1.84,UP,9.31,0.0697,haloacid dehalogenase-like hydrolase domain-containing protein
AT1G56580.1,AT1G56580,SVB,1.59,DOWN,84.19,0.0951,uncharacterized protein
AT1G56700.1,AT1G56700,,41916.30,DOWN,10.21,0.5672,Peptidase C15; pyroglutamyl peptidase I-like protein
AT1G56700.3,AT1G56700,,29.55,UP,9.13,0.6880,Peptidase C15; pyroglutamyl peptidase I-like protein
AT1G57620.1,AT1G57620,,1.20,UP,9.04,1,emp24/gp25L/p24 family/GOLD domain-containing protein
AT1G57660.1,AT1G57660,,1.39,DOWN,35.38,0.5151,60S ribosomal protein L21-2
AT1G57680.1,AT1G57680,,2.46,DOWN,24.78,0.0282,uncharacterized protein
AT1G57680.2,AT1G57680,,158.65,DOWN,6.58,0.6886,uncharacterized protein
AT1G57720.1,AT1G57720,,1.54,DOWN,88.84,0.0054,elongation factor EF-1 gamma subunit
AT1G57765.1,AT1G57765,,5.69,DOWN,8.72,0.5437,uncharacterized protein
AT1G57770.1,AT1G57770,,4.84,DOWN,5.87,0.1524,FAD/NAD(P)-binding oxidoreductase domain-containing protein
AT1G57820.2,AT1G57820,VIM1,2.33,UP,5.15,0.2964,E3 ubiquitin-protein ligase ORTHRUS 2
AT1G57860.1,AT1G57860,,1.22,DOWN,17.79,0.9928,60S ribosomal protein L21-2
AT1G57990.1,AT1G57990,ATPUP18,1.37,UP,16.90,0.5738,purine permease 18
AT1G58030.1,AT1G58030,CAT2,1.06,DOWN,10.28,1,cationic amino acid transporter 2
AT1G58080.1,AT1G58080,ATATP-PRT1,1.03,DOWN,61.63,1,ATP phosphoribosyl transferase 1
AT1G58100.1,AT1G58100,,2.75,UP,8.19,0.5422,transcription factor TCP8
AT1G58100.2,AT1G58100,,5.88,DOWN,6.05,0.5166,transcription factor TCP8
AT1G58110.2,AT1G58110,,1.45,UP,4.81,0.7360,basic helix-loop-helix domain-containing protein
AT1G58270.1,AT1G58270,ZW9,1.17,UP,47.38,0.6820,TRAF-like protein
AT1G58280.3,AT1G58280,,1.88,UP,6.17,0.7486,phosphoglycerate mutase-like protein
AT1G58290.1,AT1G58290,HEMA1,1.15,UP,40.09,0.6589,glutamyl-tRNA reductase 1
AT1G58360.1,AT1G58360,AAP1,1.94,DOWN,13.76,0.2576,amino acid permease 1
AT1G58440.1,AT1G58440,XF1,1.18,DOWN,7.69,0.9911,squalene monooxygenase
AT1G58590.1,AT1G58590,,1.71,DOWN,14.53,0.8032,other RNA
AT1G59580.1,AT1G59580,MPK2,8328.06,DOWN,6.03,0.5672,mitogen-activated protein kinase 2
AT1G59610.1,AT1G59610,CF1,1.81,UP,6.52,0.1900,dynamin-2B
AT1G59700.1,AT1G59700,ATGSTU16,2.12,DOWN,12.96,0.5006,glutathione S-transferase TAU 16
AT1G59750.3,AT1G59750,ARF1,5.93,UP,7.45,0.4978,auxin response factor 1
AT1G59830.1,AT1G59830,PP2A-1,1.10,UP,10.42,1,serine/threonine-protein phosphatase PP2A-1 catalytic subunit
AT1G59870.1,AT1G59870,PDR8,1.37,UP,50.23,0.0021,ABC transporter G family member 36
AT1G59990.1,AT1G59990,,2.57,UP,5.52,0.3039,DEAD-box ATP-dependent RNA helicase 22
AT1G60000.1,AT1G60000,,1.12,UP,21.53,1,RNA recognition motif-containing protein
AT1G60010.1,AT1G60010,,2.05,UP,16.82,0.3054,uncharacterized protein
AT1G60070.1,AT1G60070,,2.79,UP,9.18,0.0273,AP-1 complex subunit gamma-2
AT1G60200.1,AT1G60200,,15.26,UP,5.03,0.3987,RNA-binding protein 25
AT1G60420.1,AT1G60420,,1.03,DOWN,10.55,1,putative nucleoredoxin 1
AT1G60550.1,AT1G60550,ECHID,2.24,UP,22.04,0.0951,naphthoate synthase
AT1G60650.1,AT1G60650,,3.17,DOWN,6.42,0.3072,RNA recognition motif-containing protein
AT1G60660.1,AT1G60660,B5-5,2.66,DOWN,13.56,0.4117,cytochrome B5-like protein
AT1G60680.1,AT1G60680,,3.40,UP,4.63,0.3815,NAD(P)-linked oxidoreductase-like protein
AT1G60710.1,AT1G60710,ATB2,1.74,UP,22.41,0.0960,NAD(P)-linked oxidoreductase-like protein
AT1G60780.1,AT1G60780,HAP13,1.23,UP,13.74,0.7412,AP-1 complex subunit mu
AT1G60800.1,AT1G60800,NIK3,1.49,UP,8.12,0.4879,NSP-interacting kinase 3
AT1G60810.1,AT1G60810,ACLA-2,1.24,DOWN,14.05,0.8048,ATP-citrate lyase A-2
AT1G60870.1,AT1G60870,MEE9,1.05,UP,38.38,1,maternal effect embryo arrest 9 protein
AT1G60900.1,AT1G60900,,3.66,UP,9.26,0.0598,Splicing factor U2af large subunit B
AT1G60940.2,AT1G60940,SRK2B,1.21,DOWN,11.86,0.9545,serine/threonine-protein kinase SRK2B
AT1G60950.1,AT1G60950,FED A,1.82,DOWN,661.44,0.0011,ferredoxin-2
AT1G60989.1,AT1G60989,SCRL7,2.18,UP,29.10,0.4288,defensin-like protein 249
AT1G61250.1,AT1G61250,SC3,1.59,DOWN,18.30,0.6832,secretory carrier-associated membrane protein 3
AT1G61250.2,AT1G61250,SC3,1.43,DOWN,27.84,0.6287,secretory carrier-associated membrane protein 3
AT1G61275.1,AT1G61275,U12,2.07,DOWN,350.39,0.5943,U12snRNA
AT1G61380.1,AT1G61380,SD1-29,4.53,UP,4.85,0.1258,protein S-domain-1 29
AT1G61520.1,AT1G61520,LHCA3,1.84,DOWN,686.63,0.4343,light-harvesting complex I chlorophyll a/b binding protein 3
AT1G61520.2,AT1G61520,LHCA3,1.85,DOWN,192.23,0.9994,light-harvesting complex I chlorophyll a/b binding protein 3
AT1G61570.1,AT1G61570,TIM13,1.39,UP,57.25,0.6017,mitochondrial import inner membrane translocase subunit Tim13
AT1G61730.1,AT1G61730,,1.65,DOWN,8.54,0.6487,DNA-binding storekeeper protein-related transcriptional regulator
AT1G61740.1,AT1G61740,,1.57,DOWN,27.49,0.1652,Sulfite exporter TauE/SafE family protein
AT1G61780.1,AT1G61780,,3.06,DOWN,40.93,0.1290,postsynaptic-related protein
AT1G61790.1,AT1G61790,,1.43,DOWN,31.13,0.5672,OST3 and OST6 domain-containing protein
AT1G61870.1,AT1G61870,PPR336,1.34,DOWN,9.13,0.8101,pentatricopeptide repeat-containing protein
AT1G61890.1,AT1G61890,,1.53,DOWN,10.62,0.5672,MATE efflux family protein
AT1G61900.3,AT1G61900,,1.84,DOWN,5.83,0.5347,uncharacterized protein
AT1G62020.1,AT1G62020,,1.03,UP,8.42,1,coatomer subunit alpha-1
AT1G62250.2,AT1G62250,,2.05,DOWN,9.06,0.6201,uncharacterized protein
AT1G62370.1,AT1G62370,,2.76,UP,7.69,0.5672,RING/U-box domain-containing protein
AT1G62380.1,AT1G62380,ACO2,1.78,UP,183.22,0.0011,aminocyclopropanecarboxylate oxidase
AT1G62390.1,AT1G62390,Phox2,1.86,UP,12.88,0.0623,octicosapeptide/Phox/Be.1 domain-containing protein
AT1G62480.1,AT1G62480,,1.15,UP,124.61,0.6277,Vacuolar calcium-binding protein-like protein
AT1G62510.1,AT1G62510,,1.51,DOWN,19.21,0.6758,bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT1G62600.1,AT1G62600,,1.56,UP,11.95,0.5672,flavin-containing monooxygenase-like protein
AT1G62660.1,AT1G62660,,1.76,DOWN,13.93,0.1528,beta-fructofuranosidase
AT1G62750.1,AT1G62750,ATSCO1,1.81,UP,52.20,0.0011,elongation factor EF-G
AT1G62770.1,AT1G62770,,1.54,DOWN,8.54,0.7567,plant invertase/pectin methylesterase inhibitor domain-containing protein
AT1G62780.1,AT1G62780,,5.35,UP,31.59,0.0498,uncharacterized protein
AT1G62790.1,AT1G62790,,140.56,UP,15.64,0.6892,bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT1G62790.2,AT1G62790,,3.01,DOWN,44.46,0.5524,bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT1G62820.1,AT1G62820,,1.81,DOWN,11.24,0.5879,putative calcium-binding protein CML14
AT1G62960.1,AT1G62960,ACS10,1.76,DOWN,9.42,0.4871,putative aminotransferase ACS10
AT1G63010.1,AT1G63010,,1.00,UP,9.98,1,Major Facilitator Superfamily with SPX domain-containing protein
AT1G63110.1,AT1G63110,,2.10,DOWN,11.41,0.6162,GPI transamidase subunit PIG-U
AT1G63120.1,AT1G63120,ATRBL2,1.42,DOWN,7.56,0.8744,rhomboid-like 2
AT1G63170.1,AT1G63170,,1.91,UP,15.60,0.2378,E3 ubiquitin-protein ligase
AT1G63220.1,AT1G63220,,3108.41,DOWN,6.60,0.5672,calcium-dependent lipid-binding domain-containing protein
AT1G63220.2,AT1G63220,,15675.20,UP,10.73,0.5672,calcium-dependent lipid-binding domain-containing protein
AT1G63290.1,AT1G63290,,1.15,DOWN,9.51,1,putative D-ribulose-5-phosphate 3-epimerase
AT1G63460.1,AT1G63460,ATGPX8,2.36,DOWN,15.17,0.4025,glutathione peroxidase
AT1G63470.1,AT1G63470,,1.54,DOWN,9.25,0.4978,AT hook motif DNA-binding family protein
AT1G63500.1,AT1G63500,,2.53,UP,7.34,0.2190,Protein kinase protein with tetratricopeptide repeat domain
AT1G63610.1,AT1G63610,,2.23,UP,5.00,0.9132,uncharacterized protein
AT1G63610.2,AT1G63610,,1.68,DOWN,7.66,0.8384,uncharacterized protein
AT1G63660.1,AT1G63660,,1.71,DOWN,5.32,0.5672,GMP-synthase-C and glutamine amidotransferase domain-containing protein
AT1G63680.1,AT1G63680,ATMURE,1.99,UP,8.32,0.1738,Mur-ligase; Mur-ligase-C and Mur-ligase-M domain-containing protein
AT1G63690.1,AT1G63690,SPPL2,3.64,DOWN,12.71,0.1980,signal peptide peptidase-like 2
AT1G63800.1,AT1G63800,UBC5,1.58,DOWN,36.83,0.4083,ubiquitin-conjugating enzyme E2 5
AT1G63830.1,AT1G63830,,1.26,DOWN,13.59,0.8743,PLAC8-like protein
AT1G63900.1,AT1G63900,DAL1,2.59,DOWN,4.58,0.5672,E3 ubiquitin ligase-like protein
AT1G63940.1,AT1G63940,MDAR6,1.14,DOWN,21.14,0.8962,Monodehydroascorbate reductase
AT1G63980.1,AT1G63980,,1257.38,UP,10.50,0.5672,D111/G-patch domain-containing protein
AT1G63980.2,AT1G63980,,381.19,DOWN,4.91,0.5672,D111/G-patch domain-containing protein
AT1G64040.1,AT1G64040,TOPP3,1.68,DOWN,19.04,0.2668,serine/threonine-protein phosphatase PP1 isozyme 3
AT1G64090.1,AT1G64090,RTNLB3,2.48,DOWN,41.57,0.0141,reticulon-like protein B3
AT1G64105.1,AT1G64105,ANAC027,1.41,UP,20.93,0.7684,NAC domain containing protein 27
AT1G64142.1,AT1G64142,CPuORF23,1.06,DOWN,12.76,1,conserved peptide upstream open reading frame 23
AT1G64150.1,AT1G64150,,1.17,UP,9.26,1,uncharacterized protein
AT1G64190.1,AT1G64190,,2.34,DOWN,13.78,0.0406,6-phosphogluconate dehydrogenase
AT1G64200.1,AT1G64200,VHA-E3,12.44,DOWN,9.07,0.5672,V-type proton ATPase subunit E3
AT1G64220.1,AT1G64220,TOM7-2,2.00,DOWN,44.41,0.7477,mitochondrial import receptor subunit TOM7-2
AT1G64230.1,AT1G64230,UBC28,2.78,DOWN,192.95,0.0011,ubiquitin-conjugating enzyme E2 28
AT1G64230.2,AT1G64230,UBC28,1.73,DOWN,29.24,1,ubiquitin-conjugating enzyme E2 28
AT1G64355.1,AT1G64355,,1.16,UP,28.20,1,uncharacterized protein
AT1G64370.1,AT1G64370,,1.06,UP,88.11,1,uncharacterized protein
AT1G64390.1,AT1G64390,AtGH9C2,1.34,DOWN,17.60,0.4143,endoglucanase 6
AT1G64490.1,AT1G64490,,1.50,UP,11.19,0.8989,DEK; chromatin associated protein
AT1G64500.1,AT1G64500,,1.55,DOWN,74.79,0.0210,glutaredoxin-like protein
AT1G64510.1,AT1G64510,,2.60,DOWN,177.97,0.0011,30S ribosomal protein S6 alpha
AT1G64550.1,AT1G64550,ATGCN3,3.04,UP,8.36,0.0960,ABC transporter F family member 3
AT1G64572.1,AT1G64572,,3.04,UP,8.20,0.6105,Unknown gene
AT1G64640.1,AT1G64640,ENODL8,1.13,DOWN,45.34,0.9691,early nodulin-like protein 8
AT1G64650.1,AT1G64650,,1.16,UP,26.14,0.8285,general substrate transporter-like protein
AT1G64660.1,AT1G64660,ATMGL,1.14,DOWN,8.37,1,methionine gamma-lyase
AT1G64670.1,AT1G64670,BDG1,1.31,DOWN,9.89,0.7793,alpha/beta-hydrolase domain-containing protein
AT1G64680.1,AT1G64680,,1.15,UP,24.70,0.8888,uncharacterized protein
AT1G64710.2,AT1G64710,,2.08,DOWN,28.04,0.0252,putative alcohol dehydrogenase
AT1G64720.1,AT1G64720,CP5,1.19,DOWN,350.41,0.0164,Polyketide cyclase/dehydrase and lipid transport-like protein
AT1G64740.1,AT1G64740,TUA1,1.26,DOWN,8.87,0.9062,tubulin alpha-1 chain
AT1G64770.1,AT1G64770,NDF2,1.63,UP,24.70,0.4468,NDH-dependent cyclic electron flow 1
AT1G64770.2,AT1G64770,NDF2,2.94,DOWN,15.33,0.3899,NDH-dependent cyclic electron flow 1
AT1G64780.1,AT1G64780,AMT1,1.16,DOWN,26.61,0.7300,ammonium transporter 1;2
AT1G64850.1,AT1G64850,,4.18,DOWN,18.36,0.1221,calcium-binding EF-hand-containing protein
AT1G64860.1,AT1G64860,SIGA,1.75,UP,18.11,0.1548,sigma factor A
AT1G64900.1,AT1G64900,CYP89A2,1.54,DOWN,12.60,0.4145,cytochrome P450 89A2
AT1G64950.1,AT1G64950,CYP89A5,1.78,DOWN,9.97,0.3942,cytochrome P450; family 89; subfamily A; polypeptide 5
AT1G64970.1,AT1G64970,VTE4,1.08,UP,8.92,1,tocopherol O-methyltransferase
AT1G64980.1,AT1G64980,,1.67,DOWN,13.88,0.4769,Nucleotide-diphospho-sugar transferases superfamily protein
AT1G65220.1,AT1G65220,,1.31,UP,14.02,0.6589,armadillo/beta-catenin-like repeat-containing protein
AT1G65230.1,AT1G65230,,1.02,DOWN,23.93,1,uncharacterized protein
AT1G65260.1,AT1G65260,PTAC4,1.47,UP,34.73,0.2303,plastid transcriptionally active 4
AT1G65270.1,AT1G65270,,18795.71,DOWN,8.54,0.5672,uncharacterized protein
AT1G65270.2,AT1G65270,,3.34,UP,10.25,0.5619,uncharacterized protein
AT1G65290.1,AT1G65290,mtACP2,1.82,DOWN,105.94,0.0406,NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1
AT1G65295.1,AT1G65295,,2.11,DOWN,32.19,0.4879,uncharacterized protein
AT1G65310.1,AT1G65310,ATXTH17,1.40,DOWN,9.62,0.8203,xyloglucan:xyloglucosyl transferase
AT1G65370.1,AT1G65370,,6.94,UP,7.97,0.4145,meprin and TRAF homology domain-containing protein
AT1G65420.1,AT1G65420,NPQ7,6.51,DOWN,5.32,0.5672,Ycf20-like protein
AT1G65430.1,AT1G65430,ARI8,2.56,UP,8.36,0.1696,putative E3 ubiquitin-protein ligase ARI8
AT1G65440.1,AT1G65440,GTB1,11.43,UP,6.97,0.4826,transcription elongation factor SPT6
AT1G65490.1,AT1G65490,,1.74,DOWN,32.14,0.5281,uncharacterized protein
AT1G65500.1,AT1G65500,,8.57,UP,17.82,0.4117,uncharacterized protein
AT1G65510.1,AT1G65510,,2.81,DOWN,19.14,0.5857,uncharacterized protein
AT1G65520.1,AT1G65520,ATECI1,2.49,DOWN,16.20,0.2672,delta(3); delta(2)-enoyl CoA isomerase 1
AT1G65541.1,AT1G65541,,1.98,UP,493.24,0.9258,uncharacterized protein
AT1G65580.1,AT1G65580,FRA3,4.48,UP,5.51,0.0587,Type II inositol-1;4;5-trisphosphate 5-phosphatase FRA3
AT1G65720.1,AT1G65720,,1.75,DOWN,162.85,0.0098,uncharacterized protein
AT1G65820.1,AT1G65820,,1.61,DOWN,39.69,0.3899,glutathione S-transferase
AT1G65840.1,AT1G65840,ATPAO4,1.27,UP,10.25,0.7841,putative polyamine oxidase 4
AT1G65845.1,AT1G65845,,3.87,DOWN,12.01,0.4143,uncharacterized protein
AT1G65930.1,AT1G65930,cICDH,1.23,UP,119.86,0.1290,isocitrate dehydrogenase
AT1G65960.1,AT1G65960,GAD2,4.31,UP,5.51,0.7412,glutamate decarboxylase 2
AT1G65960.2,AT1G65960,GAD2,1.44,UP,40.57,0.2385,glutamate decarboxylase 2
AT1G65970.1,AT1G65970,TPX2,2.72,DOWN,10.73,0.5211,peroxiredoxin-2C
AT1G65980.1,AT1G65980,TPX1,1.03,UP,69.87,1,peroxiredoxin-2B
AT1G66100.1,AT1G66100,,2.98,DOWN,27.89,0.3604,thionin
AT1G66130.1,AT1G66130,,1.37,DOWN,17.14,0.6669,Rossmann-fold NAD(P)-binding domain-containing protein
AT1G66140.1,AT1G66140,ZFP4,1.51,UP,8.23,0.6816,zinc finger protein 4
AT1G66160.2,AT1G66160,ATCMPG1,2.76,DOWN,4.91,0.5497,U-box domain-containing protein 20
AT1G66180.1,AT1G66180,,1.01,UP,60.87,1,aspartyl protease-like protein
AT1G66200.1,AT1G66200,ATGSR2,1.85,DOWN,98.90,0.0321,glutamine synthetase cytosolic isozyme 1-2
AT1G66200.3,AT1G66200,ATGSR2,1.48,UP,56.75,0.4380,glutamine synthetase cytosolic isozyme 1-2
AT1G66240.1,AT1G66240,ATATX1,1.03,DOWN,113.27,1,homolog of anti-oxidant 1
AT1G66260.1,AT1G66260,,2.02,UP,29.88,0.0317,RNA recognition motif-containing protein
AT1G66270.2,AT1G66270,BGLU21,1.08,DOWN,20.28,1,beta-glucosidase 21
AT1G66330.2,AT1G66330,,1.92,UP,8.65,0.6440,putative senescence-associated protein
AT1G66410.1,AT1G66410,CAM4,1.89,DOWN,41.99,0.5196,calmodulin 4
AT1G66410.2,AT1G66410,CAM4,4.24,UP,10.09,0.7288,calmodulin 4
AT1G66430.1,AT1G66430,,1.02,UP,27.74,1,fructokinase
AT1G66670.1,AT1G66670,CLPP3,1.02,UP,20.04,1,ATP-dependent Clp protease proteolytic subunit 3
AT1G66820.1,AT1G66820,,1.66,DOWN,11.76,0.8034,glycine-rich protein
AT1G66890.1,AT1G66890,,2.67,DOWN,10.68,0.5950,uncharacterized protein
AT1G66940.1,AT1G66940,,1.10,UP,14.28,1,protein kinase-related protein
AT1G66970.1,AT1G66970,SVL2,1.09,UP,14.89,1,putative glycerophosphoryl diester phosphodiesterase 3
AT1G67030.1,AT1G67030,ZFP6,25.31,DOWN,10.18,0.5672,zinc finger protein 6
AT1G67060.1,AT1G67060,,2.62,DOWN,6.75,0.4002,uncharacterized protein
AT1G67080.1,AT1G67080,ABA4,1.07,UP,17.24,1,abscisic acid (aba)-deficient 4 protein
AT1G67090.1,AT1G67090,RBCS1A,1.90,DOWN,5599.25,0.0011,ribulose bisphosphate carboxylase small chain 1A
AT1G67105.1,AT1G67105,,9.96,UP,9.73,0.5672,other RNA
AT1G67190.1,AT1G67190,,1.05,DOWN,5.30,1,F-box/LRR-repeat protein
AT1G67195.1,AT1G67195,MIR414,2.18,DOWN,47.59,0.2211,MIR414 (MICRORNA 414)
AT1G67230.1,AT1G67230,LINC1,7.80,UP,4.90,0.0704,protein little nuclei1
AT1G67250.1,AT1G67250,,1.56,DOWN,33.88,0.5258,proteasome maturation protein
AT1G67280.1,AT1G67280,,1.31,DOWN,55.45,0.3036,putative lactoylglutathione lyase; chloroplast
AT1G67330.1,AT1G67330,,2.76,DOWN,9.31,0.1713,uncharacterized protein
AT1G67340.1,AT1G67340,,2.16,UP,6.42,0.5672,zinc finger (MYND type) family protein / F-box family protein
AT1G67350.1,AT1G67350,,1.43,DOWN,22.86,0.9208,uncharacterized protein
AT1G67350.2,AT1G67350,,4.96,DOWN,65.59,0.1282,uncharacterized protein
AT1G67360.1,AT1G67360,,3409.86,UP,3.49,0.5672,Rubber elongation factor protein (REF)
AT1G67360.2,AT1G67360,,1865.01,DOWN,3.76,0.5681,Rubber elongation factor protein (REF)
AT1G67430.1,AT1G67430,,1.32,UP,147.37,0.2332,60S ribosomal protein L17-2
AT1G67430.2,AT1G67430,,1675.88,UP,4.52,0.6950,60S ribosomal protein L17-2
AT1G67480.2,AT1G67480,,1.03,UP,18.28,1,F-box/kelch-repeat protein
AT1G67580.2,AT1G67580,,6.68,UP,4.80,0.4694,protein kinase-like protein
AT1G67700.2,AT1G67700,,2.22,DOWN,76.16,0.5672,uncharacterized protein
AT1G67730.1,AT1G67730,KCR1,1.79,DOWN,30.89,0.0826,beta-ketoacyl reductase 1
AT1G67740.1,AT1G67740,PSBY,1.66,DOWN,669.50,0.0011,photosystem II protein psbY-2
AT1G67750.1,AT1G67750,,1.73,DOWN,6.71,0.5672,putative pectate lyase 5
AT1G67785.1,AT1G67785,,2.14,DOWN,724.24,0.0687,uncharacterized protein
AT1G67810.1,AT1G67810,SUFE2,2.27,DOWN,7.99,0.5672,sulfur E2
AT1G67840.1,AT1G67840,CSK,3.94,UP,7.75,0.2477,chloroplast sensor kinase
AT1G67860.1,AT1G67860,,6.28,UP,55.47,0.1041,uncharacterized protein
AT1G67865.1,AT1G67865,,1.47,UP,53.53,0.5672,uncharacterized protein
AT1G67870.1,AT1G67870,,1.26,DOWN,98.21,0.2047,glycine-rich protein
AT1G67930.1,AT1G67930,,1.49,UP,6.99,0.5421,Golgi transport complex-related protein
AT1G67950.2,AT1G67950,,2.17,UP,5.75,0.5336,RNA recognition motif-containing protein
AT1G68000.1,AT1G68000,PIS1,3.18,DOWN,12.87,0.1958,CDP-diacylglycerol--inositol 3-phosphatidyltransferase
AT1G68010.1,AT1G68010,HPR,1.24,UP,87.66,0.5853,hydroxypyruvate reductase
AT1G68010.2,AT1G68010,HPR,3.61,UP,54.37,0.0021,hydroxypyruvate reductase
AT1G68060.1,AT1G68060,ATMAP70-1,2.90,UP,5.67,0.1609,microtubule-associated proteins 70-1
AT1G68070.1,AT1G68070,,1.56,DOWN,12.16,0.5750,C3HC4-type RING finger domain-containing protein
AT1G68140.1,AT1G68140,,1.74,DOWN,11.45,0.2832,uncharacterized protein
AT1G68220.1,AT1G68220,,1.20,DOWN,10.21,1,uncharacterized protein
AT1G68238.1,AT1G68238,,3.20,DOWN,704.90,0.0011,uncharacterized protein
AT1G68300.1,AT1G68300,,1.08,UP,37.44,1,universal stress protein domain-containing protein
AT1G68310.2,AT1G68310,AE7,40.70,DOWN,4.74,0.5672,uncharacterized protein
AT1G68440.1,AT1G68440,,1.80,DOWN,47.62,0.0743,uncharacterized protein
AT1G68490.1,AT1G68490,,1.40,DOWN,16.32,0.6036,uncharacterized protein
AT1G68500.1,AT1G68500,,5.10,DOWN,7.03,0.6235,uncharacterized protein
AT1G68520.1,AT1G68520,,1.13,UP,99.12,0.5618,zinc finger protein CONSTANS-LIKE 6
AT1G68560.1,AT1G68560,ATXYL1,1.33,DOWN,45.94,0.1038,alpha-xylosidase 1
AT1G68590.1,AT1G68590,,2.00,DOWN,145.93,0.1324,30S ribosomal protein 3-1
AT1G68590.2,AT1G68590,,1.27,DOWN,52.03,1,30S ribosomal protein 3-1
AT1G68660.1,AT1G68660,,2.44,DOWN,13.94,0.6170,ATP-dependent Clp protease adaptor protein ClpS
AT1G68660.2,AT1G68660,,1.05,DOWN,40.44,1,ATP-dependent Clp protease adaptor protein ClpS
AT1G68670.1,AT1G68670,,1.28,DOWN,13.44,0.6968,myb-like transcription factor-like protein
AT1G68680.1,AT1G68680,,4.10,DOWN,11.18,0.4902,uncharacterized protein
